Protein Group	SubGroup	Protein	Protein ID	Entry Name	Gene Names	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Unique Stripped Peptides	Summarized Total Spectral Count	Summarized Unique Spectral Count	Summarized Razor Spectral Count	aspirin_1 Total Spectral Count	aspirin_1 Unique Spectral Count	aspirin_1 Razor Spectral Count	aspirin_1 Total Ion Count	aspirin_1 Unique Ion Count	aspirin_1 Razor Ion Count	aspirin_1 Total Intensity	aspirin_1 Unique Intensity	aspirin_1 Razor Intensity	aspirin_2 Total Spectral Count	aspirin_2 Unique Spectral Count	aspirin_2 Razor Spectral Count	aspirin_2 Total Ion Count	aspirin_2 Unique Ion Count	aspirin_2 Razor Ion Count	aspirin_2 Total Intensity	aspirin_2 Unique Intensity	aspirin_2 Razor Intensity	aspirin_3 Total Spectral Count	aspirin_3 Unique Spectral Count	aspirin_3 Razor Spectral Count	aspirin_3 Total Ion Count	aspirin_3 Unique Ion Count	aspirin_3 Razor Ion Count	aspirin_3 Total Intensity	aspirin_3 Unique Intensity	aspirin_3 Razor Intensity	control_1 Total Spectral Count	control_1 Unique Spectral Count	control_1 Razor Spectral Count	control_1 Total Ion Count	control_1 Unique Ion Count	control_1 Razor Ion Count	control_1 Total Intensity	control_1 Unique Intensity	control_1 Razor Intensity	control_2 Total Spectral Count	control_2 Unique Spectral Count	control_2 Razor Spectral Count	control_2 Total Ion Count	control_2 Unique Ion Count	control_2 Razor Ion Count	control_2 Total Intensity	control_2 Unique Intensity	control_2 Razor Intensity	control_3 Total Spectral Count	control_3 Unique Spectral Count	control_3 Razor Spectral Count	control_3 Total Ion Count	control_3 Unique Ion Count	control_3 Razor Ion Count	control_3 Total Intensity	control_3 Unique Intensity	control_3 Razor Intensity	Indistinguishable Proteins
42	a	sp|O00391|QSOX1_HUMAN	O00391	QSOX1_HUMAN	QSOX1	747	4.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sulfhydryl oxidase 1	1.0000	0.9990	3	6	6	6	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	
43	a	sp|O00399|DCTN6_HUMAN	O00399	DCTN6_HUMAN	DCTN6	190	14.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynactin subunit 6	1.0000	0.9990	2	3	3	3	2	2	2	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
44	a	sp|O00401|WASL_HUMAN	O00401	WASL_HUMAN	WASL	505	11.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neural Wiskott-Aldrich syndrome protein	1.0000	0.9990	3	7	7	7	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	4	4	4	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
45	a	sp|O00411|RPOM_HUMAN	O00411	RPOM_HUMAN	POLRMT	1230	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase, mitochondrial	1.0000	0.9990	6	19	19	19	5	5	5	5	5	5	1.66408096E8	1.66408096E8	1.66408096E8	2	2	2	2	2	2	1.08171024E8	1.08171024E8	1.08171024E8	2	2	2	3	3	3	7.6252344E7	7.6252344E7	7.6252344E7	8	8	8	6	6	6	1.5150136E8	1.5150136E8	1.5150136E8	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	7.8770232E7	7.8770232E7	7.8770232E7	
46	a	sp|O00418|EF2K_HUMAN	O00418	EF2K_HUMAN	EEF2K	725	1.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic elongation factor 2 kinase	1.0000	0.9990	1	18	18	18	2	2	2	2	2	2	3.2016192E8	3.2016192E8	3.2016192E8	3	3	3	2	2	2	3.39699488E8	3.39699488E8	3.39699488E8	3	3	3	2	2	2	3.46647648E8	3.46647648E8	3.46647648E8	4	4	4	2	2	2	6.5190861E8	6.5190861E8	6.5190861E8	3	3	3	2	2	2	2.61520688E8	2.61520688E8	2.61520688E8	3	3	3	2	2	2	2.2363048E8	2.2363048E8	2.2363048E8	
47	a	sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	153	57.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP18	1.0000	0.9990	8	28	28	28	22	22	22	10	10	10	6.2922099E8	6.2922099E8	6.2922099E8	0	0	0	2	2	2	9.8313875E8	9.8313875E8	9.8313875E8	2	2	2	3	3	3	1.26552448E9	1.26552448E9	1.26552448E9	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	3	3	3	3	3	3	8.5466938E8	8.5466938E8	8.5466938E8	
48	a	sp|O00425|IF2B3_HUMAN	O00425	IF2B3_HUMAN	IGF2BP3	579	29.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 3	1.0000	0.9990	15	81	42	48	11	7	7	9	7	7	3.45977312E8	8.9540616E7	9.410616E7	13	5	7	8	5	6	3.5541296E8	2.16994608E8	1.98821728E8	16	8	9	10	7	8	3.98793984E8	2.16965568E8	2.42796224E8	11	6	7	7	5	6	2.81027552E8	1.74012608E8	1.68872896E8	15	9	10	11	8	9	4.1616592E8	2.8102064E8	2.77387808E8	15	7	8	10	7	8	3.4981904E8	2.2454248E8	2.17522928E8	
49	a	sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	28.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynamin-1-like protein	1.0000	0.9990	19	76	76	76	16	16	16	15	15	15	4.1944992E8	4.1944992E8	4.1944992E8	11	11	11	7	7	7	2.70033312E8	2.70033312E8	2.70033312E8	8	8	8	7	7	7	3.37586144E8	3.37586144E8	3.37586144E8	21	21	21	15	15	15	5.19852256E8	5.19852256E8	5.19852256E8	10	10	10	10	10	10	2.0730296E8	2.0730296E8	2.0730296E8	10	10	10	6	6	6	2.2850648E8	2.2850648E8	2.2850648E8	
50	a	sp|O00442|RTCA_HUMAN	O00442	RTCA_HUMAN	RTCA	366	12.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA 3'-terminal phosphate cyclase	1.0000	0.9990	3	8	8	8	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	
51	a	sp|O00443|P3C2A_HUMAN	O00443	P3C2A_HUMAN	PIK3C2A	1686	2.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	1.0000	0.9990	3	14	14	14	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	7.8554912E7	7.8554912E7	7.8554912E7	2	2	2	2	2	2	6.9836096E7	6.9836096E7	6.9836096E7	6	6	6	5	5	5	6.615812E7	6.615812E7	6.615812E7	1	1	1	0	0	0	0.0	0.0	0.0	3	3	3	2	2	2	6.6490356E7	6.6490356E7	6.6490356E7	
52	a	sp|O00459|P85B_HUMAN	O00459	P85B_HUMAN	PIK3R2	728	1.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol 3-kinase regulatory subunit beta	1.0000	0.9990	1	2	2	2	2	2	2	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
53	a	sp|O00471|EXOC5_HUMAN	O00471	EXOC5_HUMAN	EXOC5	708	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exocyst complex component 5	1.0000	0.9990	3	5	5	5	5	5	5	5	5	5	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
54	a	sp|O00479|HMGN4_HUMAN	O00479	HMGN4_HUMAN	HMGN4	90	14.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group nucleosome-binding domain-containing protein 4	1.0000	0.9990	1	9	9	9	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	5.0318364E7	5.0318364E7	5.0318364E7	2	2	2	2	2	2	5.5701972E7	5.5701972E7	5.5701972E7	2	2	2	2	2	2	6.3697644E7	6.3697644E7	6.3697644E7	2	2	2	2	2	2	9.0099072E7	9.0099072E7	9.0099072E7	1	1	1	0	0	0	0.0	0.0	0.0	
55	a	sp|O00483|NDUA4_HUMAN	O00483	NDUA4_HUMAN	NDUFA4	81	34.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit NDUFA4	1.0000	0.9990	4	8	8	8	3	3	3	2	2	2	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	2	2	2	2.50511504E8	2.50511504E8	2.50511504E8	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	2.4085776E8	2.4085776E8	2.4085776E8	
56	a	sp|O00487|PSDE_HUMAN	O00487	PSDE_HUMAN	PSMD14	310	75.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 14	1.0000	0.9990	15	107	107	107	23	23	23	14	14	14	5.0951301E9	5.0951301E9	5.0951301E9	16	16	16	7	7	7	4.45197E9	4.45197E9	4.45197E9	15	15	15	8	8	8	3.68068173E9	3.68068173E9	3.68068173E9	23	23	23	10	10	10	4.21491763E9	4.21491763E9	4.21491763E9	16	16	16	10	10	10	3.30206848E9	3.30206848E9	3.30206848E9	14	14	14	8	8	8	3.42012211E9	3.42012211E9	3.42012211E9	
57	a	sp|O00499|BIN1_HUMAN	O00499	BIN1_HUMAN	BIN1	593	8.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myc box-dependent-interacting protein 1	1.0000	0.9990	3	5	5	5	3	3	3	3	3	3	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
58	a	sp|O00505|IMA4_HUMAN	O00505	IMA4_HUMAN	KPNA3	521	18.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit alpha-4	1.0000	0.9990	6	22	10	22	2	2	2	2	2	2	0.0	0.0	0.0	3	1	3	2	0	2	1.65785712E8	0.0	1.65785712E8	3	1	3	3	0	3	1.1894872E8	0.0	1.1894872E8	6	4	6	3	0	3	1.39179808E8	0.0	1.39179808E8	3	1	3	3	0	3	1.18786416E8	0.0	1.18786416E8	5	1	5	3	0	3	1.21833864E8	0.0	1.21833864E8	
59	a	sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	588	26.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pescadillo homolog	1.0000	0.9990	17	33	33	33	11	11	11	10	10	10	9.3470128E7	9.3470128E7	9.3470128E7	2	2	2	5	5	5	2.61112448E8	2.61112448E8	2.61112448E8	7	7	7	6	6	6	2.47880432E8	2.47880432E8	2.47880432E8	5	5	5	4	4	4	1.44320592E8	1.44320592E8	1.44320592E8	5	5	5	5	5	5	1.49361376E8	1.49361376E8	1.49361376E8	3	3	3	3	3	3	2.138136E8	2.138136E8	2.138136E8	
60	a	sp|O00566|MPP10_HUMAN	O00566	MPP10_HUMAN	MPHOSPH10	681	9.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein MPP10	1.0000	0.9990	5	9	9	9	4	4	4	3	3	3	0.0	0.0	0.0	2	2	2	2	2	2	3.038757E7	3.038757E7	3.038757E7	2	2	2	2	2	2	3.3539272E7	3.3539272E7	3.3539272E7	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
61	a	sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	594	22.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 56	1.0000	0.9990	15	118	118	118	32	32	32	19	19	19	2.90270259E9	2.90270259E9	2.90270259E9	18	18	18	11	11	11	2.3767657E9	2.3767657E9	2.3767657E9	19	19	19	11	11	11	2.88586214E9	2.88586214E9	2.88586214E9	22	22	22	11	11	11	3.07670093E9	3.07670093E9	3.07670093E9	12	12	12	8	8	8	2.1813289E9	2.1813289E9	2.1813289E9	15	15	15	9	9	9	1.67503731E9	1.67503731E9	1.67503731E9	
62	a	sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	14.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonuclease T2	1.0000	0.9990	2	3	3	3	3	3	3	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
63	a	sp|O00625|PIR_HUMAN	O00625	PIR_HUMAN	PIR	290	44.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pirin	1.0000	0.9990	8	34	34	34	13	13	13	7	7	7	2.19553232E8	2.19553232E8	2.19553232E8	4	4	4	0	0	0	0.0	0.0	0.0	4	4	4	3	3	3	7.4364272E7	7.4364272E7	7.4364272E7	6	6	6	4	4	4	9.0904952E7	9.0904952E7	9.0904952E7	4	4	4	2	2	2	6.1759288E7	6.1759288E7	6.1759288E7	3	3	3	2	2	2	6.1576184E7	6.1576184E7	6.1576184E7	
64	a	sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	521	16.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit alpha-3	1.0000	0.9990	7	24	12	12	4	4	4	4	4	4	6.1355632E7	0.0	0.0	4	2	2	2	0	0	2.94055168E8	0.0	0.0	4	2	2	3	0	0	1.74479776E8	0.0	0.0	4	2	2	3	0	0	3.62430336E8	0.0	0.0	3	1	1	3	0	0	1.84479056E8	0.0	0.0	5	1	1	3	0	0	1.65812864E8	0.0	0.0	
65	a	sp|O00743|PPP6_HUMAN	O00743	PPP6_HUMAN	PPP6C	305	18.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 catalytic subunit	1.0000	0.9990	4	13	13	13	0	0	0	0	0	0	0.0	0.0	0.0	4	4	4	3	3	3	1.03913328E8	1.03913328E8	1.03913328E8	1	1	1	0	0	0	0.0	0.0	0.0	3	3	3	0	0	0	0.0	0.0	0.0	3	3	3	3	3	3	8.1083272E7	8.1083272E7	8.1083272E7	2	2	2	2	2	2	7.0570696E7	7.0570696E7	7.0570696E7	
66	a	sp|O00764|PDXK_HUMAN	O00764	PDXK_HUMAN	PDXK	312	38.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyridoxal kinase	1.0000	0.9990	6	48	48	48	10	10	10	9	9	9	1.24524384E8	1.24524384E8	1.24524384E8	6	6	6	4	4	4	1.62445616E8	1.62445616E8	1.62445616E8	6	6	6	4	4	4	1.42981824E8	1.42981824E8	1.42981824E8	15	15	15	8	8	8	1.77585072E8	1.77585072E8	1.77585072E8	5	5	5	4	4	4	1.76113984E8	1.76113984E8	1.76113984E8	6	6	6	4	4	4	1.69587584E8	1.69587584E8	1.69587584E8	
67	a	sp|O00767|SCD_HUMAN	O00767	SCD_HUMAN	SCD	359	16.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Stearoyl-CoA desaturase	1.0000	0.9990	4	72	72	72	12	12	12	5	5	5	2.35068928E9	2.35068928E9	2.35068928E9	8	8	8	3	3	3	3.95794688E8	3.95794688E8	3.95794688E8	14	14	14	4	4	4	1.1228553E9	1.1228553E9	1.1228553E9	20	20	20	5	5	5	2.06393498E9	2.06393498E9	2.06393498E9	9	9	9	3	3	3	4.2406432E8	4.2406432E8	4.2406432E8	9	9	9	3	3	3	7.4041485E8	7.4041485E8	7.4041485E8	
68	a	sp|O14497|ARI1A_HUMAN	O14497	ARI1A_HUMAN	ARID1A	2285	3.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 1A	1.0000	0.9990	5	10	10	10	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	3	3	3	1.18572376E8	1.18572376E8	1.18572376E8	2	2	2	2	2	2	1.31657304E8	1.31657304E8	1.31657304E8	3	3	3	3	3	3	9.2706072E7	9.2706072E7	9.2706072E7	4	4	4	4	4	4	1.65422192E8	1.65422192E8	1.65422192E8	0	0	0	0	0	0	0.0	0.0	0.0	
69	a	sp|O14521|DHSD_HUMAN	O14521	DHSD_HUMAN	SDHD	159	21.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	1.0000	0.9990	2	11	11	11	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	3.9187412E7	3.9187412E7	3.9187412E7	6	6	6	2	2	2	1.39155824E8	1.39155824E8	1.39155824E8	1	1	1	2	2	2	1.8307058E7	1.8307058E7	1.8307058E7	0	0	0	0	0	0	0.0	0.0	0.0	
70	a	sp|O14545|TRAD1_HUMAN	O14545	TRAD1_HUMAN	TRAFD1	582	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	TRAF-type zinc finger domain-containing protein 1	1.0000	0.9990	1	6	6	6	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	2	2	2	3.200027E7	3.200027E7	3.200027E7	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	6.0084852E7	6.0084852E7	6.0084852E7	1	1	1	0	0	0	0.0	0.0	0.0	
71	a	sp|O14548|COX7R_HUMAN	O14548	COX7R_HUMAN	COX7A2L	114	9.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	1.0000	0.9990	1	6	6	6	3	3	3	2	2	2	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
72	a	sp|O14579|COPE_HUMAN	O14579	COPE_HUMAN	COPE	308	52.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit epsilon	1.0000	0.9990	9	27	27	27	10	10	10	8	8	8	5.4428224E8	5.4428224E8	5.4428224E8	4	4	4	2	2	2	1.43398064E8	1.43398064E8	1.43398064E8	1	1	1	0	0	0	0.0	0.0	0.0	7	7	7	4	4	4	1.57334304E8	1.57334304E8	1.57334304E8	5	5	5	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
73	a	sp|O14617|AP3D1_HUMAN	O14617	AP3D1_HUMAN	AP3D1	1153	4.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-3 complex subunit delta-1	1.0000	0.9990	5	12	12	12	2	2	2	2	2	2	4.932098E7	4.932098E7	4.932098E7	2	2	2	2	2	2	6.6603468E7	6.6603468E7	6.6603468E7	1	1	1	0	0	0	0.0	0.0	0.0	6	6	6	6	6	6	1.0474832E8	1.0474832E8	1.0474832E8	1	1	1	2	2	2	6.6992268E7	6.6992268E7	6.6992268E7	0	0	0	2	2	2	6.7756408E7	6.7756408E7	6.7756408E7	
74	a	sp|O14618|CCS_HUMAN	O14618	CCS_HUMAN	CCS	274	6.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Copper chaperone for superoxide dismutase	1.0000	0.9990	1	3	3	3	3	3	3	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
75	a	sp|O14639|ABLM1_HUMAN	O14639	ABLM1_HUMAN	ABLIM1	778	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-binding LIM protein 1	1.0000	0.9990	1	3	3	3	3	3	3	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
76	a	sp|O14656|TOR1A_HUMAN	O14656	TOR1A_HUMAN	TOR1A	332	13.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Torsin-1A	1.0000	0.9990	4	6	6	6	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	4	4	4	4	4	4	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
77	a	sp|O14657|TOR1B_HUMAN	O14657	TOR1B_HUMAN	TOR1B	336	5.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Torsin-1B	1.0000	0.9990	1	3	3	3	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	3	3	3	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
78	a	sp|O14672|ADA10_HUMAN	O14672	ADA10_HUMAN	ADAM10	748	8.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Disintegrin and metalloproteinase domain-containing protein 10	1.0000	0.9990	4	12	12	12	2	2	2	2	2	2	0.0	0.0	0.0	2	2	2	3	3	3	6.4571072E7	6.4571072E7	6.4571072E7	1	1	1	3	3	3	5.3453016E7	5.3453016E7	5.3453016E7	2	2	2	2	2	2	7.598612E7	7.598612E7	7.598612E7	4	4	4	3	3	3	7.9493608E7	7.9493608E7	7.9493608E7	1	1	1	0	0	0	0.0	0.0	0.0	
79	a	sp|O14734|ACOT8_HUMAN	O14734	ACOT8_HUMAN	ACOT8	319	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl-coenzyme A thioesterase 8	1.0000	0.9990	2	8	8	8	2	2	2	2	2	2	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
80	a	sp|O14737|PDCD5_HUMAN	O14737	PDCD5_HUMAN	PDCD5	125	61.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Programmed cell death protein 5	1.0000	0.9990	9	21	21	21	13	13	13	10	10	10	1.63197504E8	1.63197504E8	1.63197504E8	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	3	3	3	7.5171832E7	7.5171832E7	7.5171832E7	1	1	1	0	0	0	0.0	0.0	0.0	4	4	4	4	4	4	9.7197288E7	9.7197288E7	9.7197288E7	0	0	0	2	2	2	9.5431344E7	9.5431344E7	9.5431344E7	
81	a	sp|O14744|ANM5_HUMAN	O14744	ANM5_HUMAN	PRMT5	637	32.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 5	1.0000	0.9990	16	222	222	222	27	27	27	15	15	15	7.4895648E8	7.4895648E8	7.4895648E8	45	45	45	10	10	10	8.9690102E9	8.9690102E9	8.9690102E9	41	41	41	9	9	9	5.3088599E9	5.3088599E9	5.3088599E9	43	43	43	10	10	10	6.8024479E9	6.8024479E9	6.8024479E9	31	31	31	9	9	9	5.2481275E9	5.2481275E9	5.2481275E9	35	35	35	8	8	8	7.4228649E9	7.4228649E9	7.4228649E9	
82	a	sp|O14745|NHRF1_HUMAN	O14745	NHRF1_HUMAN	SLC9A3R1	358	28.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	1.0000	0.9990	9	22	22	22	11	11	11	10	10	10	0.0	0.0	0.0	2	2	2	2	2	2	7.8976544E7	7.8976544E7	7.8976544E7	2	2	2	2	2	2	7.4321112E7	7.4321112E7	7.4321112E7	2	2	2	2	2	2	8.6863712E7	8.6863712E7	8.6863712E7	3	3	3	3	3	3	1.4014984E8	1.4014984E8	1.4014984E8	2	2	2	3	3	3	7.3193912E7	7.3193912E7	7.3193912E7	
83	a	sp|O14757|CHK1_HUMAN	O14757	CHK1_HUMAN	CHEK1	476	4.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase Chk1	1.0000	0.9990	1	6	6	6	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	4	4	4	3	3	3	9.6166832E7	9.6166832E7	9.6166832E7	2	2	2	2	2	2	1.54304096E8	1.54304096E8	1.54304096E8	0	0	0	0	0	0	0.0	0.0	0.0	
84	a	sp|O14763|TR10B_HUMAN	O14763	TR10B_HUMAN	TNFRSF10B	440	3.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 10B	1.0000	0.9990	1	2	2	2	2	2	2	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
85	a	sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	13.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	1.0000	0.9990	4	26	26	26	2	2	2	0	0	0	0.0	0.0	0.0	3	3	3	0	0	0	0.0	0.0	0.0	5	5	5	0	0	0	0.0	0.0	0.0	6	6	6	3	3	3	2.38372384E8	2.38372384E8	2.38372384E8	6	6	6	4	4	4	1.66826576E8	1.66826576E8	1.66826576E8	4	4	4	0	0	0	0.0	0.0	0.0	
